,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
16131,29998.43,Current,2023-03-17
16132,70000.46,Current,2023-03-17
16133,237999.63,Current,2023-03-17
16134,50000.61,Current,2023-03-17
16135,59999.27,Current,2023-03-17
16136,39996.75,Principal Past Due,2023-03-17
16137,99998.37,Current,2023-03-17
16138,150000.85,Current,2023-03-20
16139,30000.25,Current,2023-03-20
16140,145000.2,Current,2023-03-20
16141,70000.68,Amortization Past Due,2023-03-20
16142,39999.01,Current,2023-03-20
16143,60000.28,Current,2023-03-20
16144,69999.99,Current,2023-03-20
16145,64999.28,Principal Past Due,2023-03-20
16146,64999.33,Current,2023-03-20
16147,409998.41,Current,2023-03-20
16148,95000.36,Current,2023-03-20
16149,74997.41,Current,2023-03-20
16150,115000.57,Principal Past Due,2023-03-20
16151,120000.5,Current,2023-03-21
16152,40001.21,Amortization Past Due,2023-03-21
16153,54999.79,Amortization Past Due,2023-03-21
16154,50001.64,Current,2023-03-21
16155,1445000.38,Current,2023-03-22
16156,115000.18,Current,2023-03-22
16157,100000.66,Current,2023-03-22
16158,91999.74,Current,2023-03-22
16159,25000.5,Current,2023-03-22
16160,75000.06,Current,2023-03-22
16161,130001.85,Amortization Past Due,2023-03-23
16162,120000.64,Amortization Past Due,2023-03-23
16163,40000.64,Current,2023-03-23
16164,105000.3,Current,2023-03-23
16165,53001.86,Current,2023-03-23
16166,39999.14,Amortization Past Due,2023-03-23
16167,29998.44,Current,2023-03-23
16168,30000.0,Current,2023-03-23
16169,64999.93,Current,2023-03-23
16170,70000.48,Current,2023-03-23
16171,70000.66,Current,2023-03-23
16172,65000.01,Current,2023-03-23
16173,59999.11,Current,2023-03-23
16174,268999.19,Current,2023-03-24
16175,700000.13,Current,2023-03-24
16176,30000.07,Amortization Past Due,2023-03-24
16177,50000.65,Current,2023-03-24
16178,300000.82,Current,2023-03-24
16179,34999.77,Current,2023-03-24
16180,31499.06,Principal Past Due,2023-03-24
16181,34999.91,Amortization Past Due,2023-03-24
16182,70000.59,Current,2023-03-24
16183,54999.74,Amortization Past Due,2023-03-24
16184,70000.98,Current,2023-03-24
16185,42999.11,Current,2023-03-24
16186,29999.64,Current,2023-03-27
16187,69999.95,Current,2023-03-27
16188,50000.16,Current,2023-03-27
16189,24999.78,Amortization Past Due,2023-03-27
16190,179999.64,Current,2023-03-27
16191,45000.32,Current,2023-03-27
16192,100000.65,Current,2023-03-27
16193,30000.34,Amortization Past Due,2023-03-28
16194,105000.75,Current,2023-03-28
16195,84999.64,Principal Past Due,2023-03-28
16196,45000.46,Amortization Past Due,2023-03-28
16197,55000.97,Amortization Past Due,2023-03-28
16198,600000.32,Current,2023-03-28
16199,59999.33,Current,2023-03-28
16200,84999.63,Current,2023-03-28
16201,60000.66,Amortization Past Due,2023-03-28
16202,125000.53,Current,2023-03-28
16203,115000.02,Amortization Past Due,2023-03-28
16204,30001.37,Current,2023-03-28
16205,45000.84,Current,2023-03-28
16206,100001.01,Amortization Past Due,2023-03-28
16207,29998.82,Principal Past Due,2023-03-29
16208,35000.06,Current,2023-03-29
16209,149999.24,Current,2023-03-29
16210,199999.61,Amortization Past Due,2023-03-29
16211,199999.71,Current,2023-03-29
16212,110001.9,Amortization Past Due,2023-03-29
16213,449999.04,Current,2023-03-29
16214,64999.59,Current,2023-03-29
16215,138001.09,Amortization Past Due,2023-03-29
16216,80001.71,Current,2023-03-29
16217,88000.5,Current,2023-03-29
16218,95001.27,Principal Past Due,2023-03-29
16219,104999.72,Current,2023-03-30
16220,10001.48,Current,2023-03-30
16221,87999.47,Current,2023-03-30
16222,69999.72,Current,2023-03-30
16223,59998.7,Current,2023-03-30
16224,40000.3,Current,2023-03-30
16225,70000.81,Current,2023-03-30
16226,119999.13,Current,2023-03-30
16227,64999.89,Principal Past Due,2023-03-30
16228,200000.41,Current,2023-03-30
16229,317999.89,Current,2023-03-30
16230,79998.63,Principal Past Due,2023-03-30
16231,1600000.55,Current,2023-03-31
16232,121998.64,Current,2023-03-31
16233,331999.8,Current,2023-03-31
16234,520002.32,Current,2023-03-31
16235,70001.09,Current,2023-03-31
16236,94998.64,Principal Past Due,2023-03-31
16237,104999.85,Amortization Past Due,2023-03-31
16238,30000.47,Current,2023-03-31
16239,69999.32,Current,2023-03-31
16240,44997.78,Current,2023-03-31
16241,50000.13,Current,2023-03-31
16242,500000.11,Current,2023-03-31
16243,64999.85,Current,2023-03-31
16244,57998.78,Principal Past Due,2023-04-03
16245,70000.68,Current,2023-04-03
16246,129998.43,Current,2023-04-03
16247,45001.18,Amortization Past Due,2023-04-03
16248,40000.41,Current,2023-04-03
16249,99999.94,Current,2023-04-03
16250,182999.89,Current,2023-04-03
16251,54997.5,Current,2023-04-03
16252,34999.68,Current,2023-04-03
16253,40000.93,Current,2023-04-03
16254,44999.72,Current,2023-04-03
16255,35001.44,Current,2023-04-03
16256,35001.35,Current,2023-04-03
16257,74999.34,Current,2023-04-03
16258,449998.33,Current,2023-04-04
16259,194999.97,Current,2023-04-04
16260,30000.45,Current,2023-04-04
16261,75000.44,Current,2023-04-04
16262,87999.39,Current,2023-04-04
16263,70001.25,Amortization Past Due,2023-04-04
16264,40000.48,Current,2023-04-05
16265,99999.3,Current,2023-04-05
16266,74999.07,Current,2023-04-05
16267,135000.45,Current,2023-04-05
16268,55001.1,Current,2023-04-05
16269,60000.3,Current,2023-04-05
16270,104999.41,Current,2023-04-05
16271,45000.17,Current,2023-04-05
16272,29999.68,Current,2023-04-11
16273,59999.5,Principal Past Due,2023-04-11
16274,25001.6,Current,2023-04-11
16275,50001.06,Current,2023-04-11
16276,625000.9,Current,2023-04-11
16277,95000.07,Current,2023-04-11
16278,75000.64,Current,2023-04-11
16279,155000.24,Current,2023-04-11
16280,39999.57,Current,2023-04-12
16281,40000.89,Current,2023-04-12
16282,84999.66,Current,2023-04-12
16283,169001.65,Current,2023-04-12
16284,29999.26,Current,2023-04-12
16285,66000.57,Current,2023-04-12
16286,60000.18,Current,2023-04-13
16287,64998.65,Current,2023-04-13
16288,80001.06,Principal Past Due,2023-04-13
16289,29999.72,Current,2023-04-13
16290,100001.86,Current,2023-04-13
16291,172998.43,Current,2023-04-13
16292,20000.52,Current,2023-04-13
16293,150000.42,Current,2023-04-13
16294,136000.0,Current,2023-04-13
16295,40001.13,Current,2023-04-13
16296,189999.91,Current,2023-04-13
16297,69999.17,Current,2023-04-13
16298,351000.14,Current,2023-04-13
16299,65000.85,Current,2023-04-13
16300,44998.73,Current,2023-04-13
16301,45000.96,Current,2023-04-14
16302,261000.24,Current,2023-04-14
16303,499999.6,Current,2023-04-14
16304,65000.81,Current,2023-04-14
16305,620000.15,Current,2023-04-14
16306,74999.95,Current,2023-04-14
16307,155000.19,Current,2023-04-14
16308,105000.02,Current,2023-04-14
16309,29999.03,Current,2023-04-14
16310,35002.44,Current,2023-04-17
16311,34997.41,Current,2023-04-17
16312,39996.54,Current,2023-04-17
16313,105002.08,Current,2023-04-17
16314,64998.7,Current,2023-04-17
16315,200000.05,Current,2023-04-17
16316,127999.51,Current,2023-04-17
16317,40000.75,Current,2023-04-18
16318,20002.02,Amortization Past Due,2023-04-18
16319,89999.8,Current,2023-04-18
16320,169999.45,Current,2023-04-18
16321,100002.0,Current,2023-04-19
16322,20000.33,Current,2023-04-19
16323,39999.01,Principal Past Due,2023-04-19
16324,13999.43,Current,2023-04-19
16325,27000.49,Current,2023-04-19
16326,158000.26,Current,2023-04-20
16327,44999.2,Current,2023-04-20
16328,149001.43,Current,2023-04-20
16329,10997.42,Current,2023-04-20
16330,139999.0,Current,2023-04-20
16331,39998.28,Amortization Past Due,2023-04-20
16332,500002.5,Current,2023-04-20
16333,110000.2,Current,2023-04-20
16334,89998.81,Current,2023-04-24
16335,49999.54,Current,2023-04-24
16336,1000000.01,Current,2023-04-24
16337,200000.39,Current,2023-04-25
16338,60000.95,Current,2023-04-25
16339,30000.81,Amortization Past Due,2023-04-25
16340,38999.68,Current,2023-04-25
16341,199999.47,Principal Past Due,2023-04-25
16342,29997.74,Current,2023-04-25
16343,600001.12,Current,2023-04-25
16344,149999.55,Current,2023-04-25
16345,29999.13,Current,2023-04-26
16346,194999.25,Amortization Past Due,2023-04-26
16347,105998.82,Current,2023-04-26
16348,19998.5,Current,2023-04-26
16349,45000.58,Current,2023-04-27
16350,110000.1,Current,2023-04-27
16351,300001.63,Current,2023-04-27
16352,45001.95,Current,2023-04-27
16353,1999999.57,Current,2023-04-27
16354,128000.67,Current,2023-04-28
16355,60001.0,Amortization Past Due,2023-04-28
16356,260001.17,Current,2023-04-28
16357,19998.73,Current,2023-04-28
16358,145000.9,Current,2023-04-28
16359,34998.06,Amortization Past Due,2023-04-28
16360,29998.31,Current,2023-04-28
16361,70000.23,Amortization Past Due,2023-04-28
16362,115999.99,Current,2023-05-02
16363,399997.67,Current,2023-05-02
16364,60998.36,Current,2023-05-02
16365,29999.38,Current,2023-05-02
16366,44998.85,Current,2023-05-02
16367,79999.44,Current,2023-05-02
16368,416000.67,Current,2023-05-02
16369,82998.59,Current,2023-05-02
16370,30000.67,Current,2023-05-02
16371,99999.95,Current,2023-05-03
16372,30000.54,Current,2023-05-03
16373,89999.01,Current,2023-05-03
16374,30000.46,Current,2023-05-03
16375,44999.14,Current,2023-05-03
16376,1500000.15,Current,2023-05-03
16377,120000.82,Current,2023-05-04
16378,89997.9,Current,2023-05-04
16379,77000.76,Current,2023-05-04
16380,100000.37,Current,2023-05-04
16381,138001.33,Current,2023-05-04
16382,45000.31,Current,2023-05-04
16383,25001.45,Current,2023-05-04
16384,29001.25,Amortization Past Due,2023-05-05
16385,39999.87,Current,2023-05-05
16386,160000.94,Current,2023-05-05
16387,89999.77,Current,2023-05-05
16388,79999.9,Current,2023-05-05
16389,39998.93,Current,2023-05-05
16390,49998.91,Current,2023-05-05
16391,12000.42,Current,2023-05-08
16392,110000.04,Current,2023-05-08
16393,200001.28,Current,2023-05-08
16394,49998.94,Current,2023-05-08
16395,813000.83,Current,2023-05-08
16396,35001.57,Current,2023-05-08
16397,44999.12,Current,2023-05-08
16398,1999999.19,Current,2023-05-08
16399,120000.02,Current,2023-05-08
16400,1999999.64,Current,2023-05-08
16401,109998.53,Current,2023-05-09
16402,155002.11,Current,2023-05-09
16403,49998.84,Principal Past Due,2023-05-09
16404,30000.06,Current,2023-05-09
16405,55000.51,Current,2023-05-09
16406,30002.3,Current,2023-05-09
16407,23001.18,Current,2023-05-09
16408,49998.4,Principal Past Due,2023-05-09
16409,89998.53,Current,2023-05-09
16410,59999.15,Current,2023-05-10
16411,14001.05,Amortization Past Due,2023-05-10
16412,75000.28,Current,2023-05-10
16413,38998.9,Current,2023-05-11
16414,50000.53,Principal Past Due,2023-05-11
16415,119999.73,Current,2023-05-11
16416,22000.83,Current,2023-05-11
16417,29000.76,Current,2023-05-11
16418,59999.49,Current,2023-05-11
16419,110000.47,Current,2023-05-12
16420,29998.76,Current,2023-05-12
16421,999999.21,Current,2023-05-12
16422,165000.36,Current,2023-05-15
16423,90000.66,Current,2023-05-16
16424,50000.82,Current,2023-05-16
16425,175001.31,Current,2023-05-16
16426,65000.07,Current,2023-05-16
16427,30002.36,Current,2023-05-16
16428,130000.32,Principal Past Due,2023-05-16
16429,34999.65,Current,2023-05-16
16430,29999.46,Current,2023-05-17
16431,119000.88,Current,2023-05-17
16432,100002.43,Current,2023-05-17
16433,54999.54,Principal Past Due,2023-05-17
16434,209999.97,Current,2023-05-17
16435,200000.01,Current,2023-05-17
16436,44999.03,Current,2023-05-17
16437,80000.45,Current,2023-05-17
16438,200001.64,Current,2023-05-17
16439,50000.86,Current,2023-05-18
16440,29999.39,Current,2023-05-18
16441,14999.87,Current,2023-05-18
16442,29999.32,Current,2023-05-19
16443,44999.67,Current,2023-05-19
16444,72000.39,Current,2023-05-19
16445,120000.34,Current,2023-05-19
16446,75000.06,Current,2023-05-19
16447,130001.23,Current,2023-05-22
16448,145000.91,Current,2023-05-22
16449,69999.83,Current,2023-05-22
16450,40000.82,Current,2023-05-22
16451,44998.6,Current,2023-05-22
16452,40001.18,Current,2023-05-23
16453,59998.78,Current,2023-05-23
16454,83000.27,Current,2023-05-23
16455,165000.94,Current,2023-05-24
16456,19999.68,Current,2023-05-24
16457,29999.83,Current,2023-05-24
16458,94999.72,Current,2023-05-24
16459,89999.09,Current,2023-05-24
16460,4999999.06,Current,2023-05-24
16461,39000.92,Current,2023-05-25
16462,106999.11,Current,2023-05-26
16463,25000.23,Current,2023-05-26
16464,145001.08,Current,2023-05-26
16465,45000.25,Current,2023-05-26
16466,20000.39,Current,2023-05-29
16467,39998.74,Amortization Past Due,2023-05-29
16468,140000.43,Current,2023-05-29
16469,24998.97,Current,2023-05-29
16470,64000.0,Current,2023-05-30
16471,15000.17,Current,2023-05-30
16472,67998.93,Current,2023-05-30
16473,1599998.97,Current,2023-05-30
16474,90000.77,Current,2023-05-31
16475,89999.83,Current,2023-05-31
16476,65000.84,Current,2023-05-31
16477,29998.31,Current,2023-05-31
16478,140000.53,Current,2023-05-31
16479,199998.77,Current,2023-05-31
16480,500001.61,Current,2023-06-01
16481,200000.93,Current,2023-06-01
16482,105000.07,Amortization Past Due,2023-06-01
16483,60000.22,Current,2023-06-01
16484,49999.83,Current,2023-06-01
16485,110998.91,Current,2023-06-05
16486,50001.03,Principal Past Due,2023-06-05
16487,50000.88,Current,2023-06-05
16488,34000.06,Current,2023-06-05
16489,14001.13,Current,2023-06-05
16490,499998.52,Current,2023-06-05
16491,58999.61,Current,2023-06-06
16492,29997.92,Current,2023-06-07
16493,164999.81,Current,2023-06-07
16494,29999.3,Current,2023-06-07
16495,53999.76,Current,2023-06-08
16496,64999.37,Current,2023-06-08
16497,65000.69,Current,2023-06-08
16498,104999.42,Current,2023-06-08
16499,26998.91,Current,2023-06-09
16500,196000.66,Current,2023-06-09
16501,359997.72,Current,2023-06-09
16502,59999.0,Current,2023-06-09
16503,39999.43,Current,2023-06-09
16504,29999.7,Current,2023-06-09
16505,149999.26,Current,2023-06-13
16506,15001.43,Current,2023-06-13
16507,165000.81,Current,2023-06-13
16508,75001.89,Current,2023-06-13
16509,109998.07,Current,2023-06-13
16510,56999.58,Current,2023-06-14
16511,35000.77,Current,2023-06-15
16512,59998.85,Current,2023-06-15
16513,80001.58,Current,2023-06-15
16514,50000.17,Amortization Past Due,2023-06-15
16515,116996.7,Current,2023-06-15
16516,59998.87,Current,2023-06-16
16517,70000.62,Current,2023-06-16
16518,95001.84,Current,2023-06-16
16519,40000.12,Current,2023-06-16
16520,91000.1,Current,2023-06-16
16521,90000.68,Current,2023-06-16
16522,29999.27,Current,2023-06-16
16523,209999.06,Current,2023-06-16
16524,79997.52,Current,2023-06-16
16525,84999.28,Current,2023-06-16
16526,49999.99,Current,2023-06-19
16527,100000.06,Current,2023-06-19
16528,150001.02,Current,2023-06-19
16529,199999.81,Current,2023-06-20
16530,70000.76,Amortization Past Due,2023-06-20
16531,47001.81,Current,2023-06-20
16532,44999.57,Current,2023-06-20
16533,26001.02,Current,2023-06-20
16534,45000.31,Current,2023-06-20
16535,50000.18,Current,2023-06-20
16536,40000.18,Current,2023-06-20
16537,40000.43,Current,2023-06-21
16538,100000.24,Current,2023-06-22
16539,45000.26,Current,2023-06-22
16540,30000.42,Current,2023-06-22
16541,59998.79,Current,2023-06-22
16542,40000.47,Principal Past Due,2023-06-22
16543,59999.47,Current,2023-06-22
16544,74999.42,Current,2023-06-23
16545,400000.41,Current,2023-06-23
16546,24999.29,Current,2023-06-23
16547,38998.92,Current,2023-06-23
16548,100001.75,Amortization Past Due,2023-06-26
16549,29998.49,Current,2023-06-26
16550,50000.86,Current,2023-06-26
16551,55001.08,Current,2023-06-26
16552,64999.59,Current,2023-06-26
16553,30000.53,Current,2023-06-26
16554,154999.66,Current,2023-06-27
16555,19998.91,Amortization Past Due,2023-06-27
16556,50000.88,Current,2023-06-27
16557,54999.07,Current,2023-06-29
16558,299999.43,Current,2023-06-29
16559,78999.31,Current,2023-06-29
16560,200000.76,Current,2023-06-29
16561,34999.46,Current,2023-06-29
16562,49998.43,Current,2023-06-30
16563,30001.19,Principal Past Due,2023-07-03
16564,29998.19,Current,2023-07-03
16565,150000.92,Current,2023-07-03
16566,143001.39,Current,2023-07-04
16567,250000.62,Current,2023-07-04
16568,199999.31,Current,2023-07-04
16569,299998.23,Current,2023-07-04
16570,25000.49,Amortization Past Due,2023-07-05
16571,169999.6,Current,2023-07-05
16572,75001.85,Current,2023-07-05
16573,98998.84,Current,2023-07-05
16574,84998.92,Amortization Past Due,2023-07-05
16575,684000.22,Current,2023-07-05
16576,49998.88,Current,2023-07-06
16577,99998.54,Current,2023-07-06
16578,99998.39,Amortization Past Due,2023-07-06
16579,299998.45,Current,2023-07-06
16580,54999.98,Current,2023-07-06
16581,60001.59,Current,2023-07-07
16582,129998.03,Current,2023-07-07
16583,44999.54,Current,2023-07-07
16584,1000000.77,Current,2023-07-07
16585,115000.78,Current,2023-07-10
16586,60000.05,Current,2023-07-10
16587,114000.0,Current,2023-07-10
16588,300000.24,Current,2023-07-11
16589,122000.52,Current,2023-07-12
16590,9996.83,Current,2023-07-12
16591,49999.04,Current,2023-07-12
16592,89999.46,Current,2023-07-12
16593,44998.51,Current,2023-07-12
16594,90999.75,Current,2023-07-12
16595,53998.57,Current,2023-07-12
16596,94998.86,Current,2023-07-12
16597,69999.18,Current,2023-07-12
16598,29999.76,Current,2023-07-12
16599,64998.6,Current,2023-07-13
